,text,label,pred_class,R
282,says new jersey devils managing partner jeff vanderbeek froze all those monies during the toughest years in 08-09 and refused to give the charitable dollars that he was required to give by the contract.,1,0,12214177.423299752
283,"not a single banker, a ceo from wall street, anyone from corporate america nobody, (there was) not one arrest of any of these people who brought down the economy in 2008.",1,0,12170121.84811906
284,massachusetts has less than 1 percent of our kids that are uninsured. you (gov. perry) have a million kids uninsured in texas.,1,0,11886161.581671417
285,the majority of teams (are) now spending their dollars on the offensive side of the football.,1,0,11673611.69965227
286,it is ironic that (first energy corp. is) going to have a name on our (football stadium) where we (cleveland public power) supply the electricity.,1,0,11121978.895069947
287,marcy kaptur voted against a ban which would have prevented the aborting of a baby girl for the sole reason that shes a girl.,1,0,11099524.584852623
288,"here in pennsylvania, the annual cost for infant childcare is over $10,000 per child, which is more than most families pay in rent and almost the same cost as in-state college tuition.",1,0,10985976.255658481
289,"quite frankly, it was during the bush years of spending, multiplied now by the obama years that we have this mess.",1,0,10977279.948541943
290,"says $1,100 of the tuition paid by every oregon university student annually goes just to pay the costs of pers.",1,0,10945420.004826047
291,"says in this next biennium, the cost of primary and secondary education is going to increase by more that $1000 per student. half of that $1000 $500 per student is accounted for by the increased cost of pers alone.",1,0,10554976.331253903
292,"an organized crime syndicate was extorting money from his (tom ganleys) business, threatening his family, but he fought back and won the fbis highest civilian award",1,0,10466889.978878817
293,"when i served as city commissioner, we made great strides we successfully fought for, and won, adding women and people of color to the fire bureau.",1,0,10356104.770002134
294,"when (john) brennan ... was asked directly is there any geographic limitation to your drone strike program? brennan responded and said, no, there is no limitation.",1,0,9819330.54203085
295,"says that when president obama visited el paso, he pronounced that the border with mexico and the united states was safer than it ever was in history.",1,0,9511681.101392793
296,says chris christie created this new category where you could get laid off and just be totally denied unemployment benefits forever.,1,0,9507718.629395807
297,the walton family of walmart ... this one family owns more wealth than the bottom 40 percent of the american people.,1,0,9007653.561612217
298,"like marco rubio, sen. barack obama had one of the worst attendance records in the senate.",1,0,8827155.09848459
299,"if you make the average amount of people in wisconsin, $50,000, you got $1.60 less a week in taxes under the state income-tax cut, but it didnt show up in your paycheck.",1,0,8760166.955418846
300,"john mccain ""voted against the tax cuts of 2001 and 2003, wrongly claiming they helped only the rich.""",1,0,8722375.1437597
301,ronald reagan met with gorbachev; kennedy met with khruschev; and nixon met with mao and these were folks who have done horrendous damage not only to their own countries but to other countries.,1,0,8321471.188541626
302,"says mccain once said that on ""the most important issues of our day, i've been totally in agreement and support of president bush.""",1,0,8022727.734729394
303,"the presidents party always gets shellacked in midterms. its only twice, 1934 and 2002, that the presidents party actually gained in both the house and the senate.",1,0,7847152.007141343
304,"says joe biden said jon corzine is the smartest guy that i know, in terms of the economy and on finance, i really mean this.",1,0,7617106.696765272
305,did you know that the u.s. is one of the very few nations in the world without an official language?,1,0,7604214.329917918
306,"says if you are on your bike in a crosswalk, all you have to do is dip your wheel into the road and cars must legally stop.",1,0,7476443.588509749
307,"i am the only candidate that has endorsed bernie sanders for president. in pa, ive got bernies back.",1,0,7360073.261128526
308,seven more people will die each and every day until the legislature ratifies these (pain clinic) rules that are being approved by the board of medicine and the department of health.,1,0,7354694.456204818
309,"while i was working on those streets watching those folks see their jobs shift overseas, you were a corporate lawyer sitting on the board at wal-mart.",1,0,7310027.803991539
310,"over the past 10 years, the number of people living in lower manhattan has nearly doubled. in fact, lower manhattan has added more people over the last 10 years than atlanta, dallas and philadelphia combined.",1,0,7289068.499528299
311,"when you have 8,000 veterans a year committing suicide, then you have a serious problem.",1,0,7256566.30619565
312,"contrary to popular belief, we actually dont have that many public employeeswe are well below average in the number of public employees.",1,0,7161855.026539956
313,"says sen. rand paul, r-ky., has stated that supporting the right to health care ... means you believe in slavery.",1,0,7084908.705882053
314,"north carolina spends $855 less per student than it did before the great recession, and we have one of the lowest per pupil spending levels in the nation.",1,0,6818423.486718601
315,"it is just a fact that hamas, apparently the north american spokesperson, is endorsing senator obama.",1,0,6592182.136621087
316,"chicago public schools lead the country in high school graduation of an urban school system, match the united states of america in kids graduating high school going on to a four-year college, and are producing eighth-grade leaders in the country in math gains, fourth-grade leaders in reading gains.",1,0,6561561.221427769
317,"the average student debt coming out of the university of wisconsin-madison is something like 28,000 dollars.",1,0,6392078.627635611
318,"the market is making this decision. the market has driven down the cost of coal, so you have companies going bankrupt.",1,0,6318549.601637134
319,"jeff greene only moved from california to florida in the last two years. in fact, he would not legally be allowed to run for any other statewide office because he has not lived here long enough to meet the residency requirement.",1,0,6227663.027610263
320,"in virginia, people are going and getting marriage licenses who are 12 and 13, and 14 and 15 years old.",1,0,6082586.607674473
321,one of the most recent polls said 75 percent of the american people have said either don't do anything or start over (on health care reform).,1,0,5984332.427288796
322,one out of every two kids who are graduating college right now cant find a job.,1,0,5919463.212683442
323,"over 32,000 people die from #gunviolence every year. yet, (the u.s. centers for disease control and prevention) is banned from researching ways to prevent this.",1,0,5912563.7012117915
324,"donna shalala left me with 12 million doses of smallpox vaccine and i created enough to vaccinate every man, woman and child against smallpox in america.",1,0,5907276.950690042
325,"when it comes to income taxes, wisconsin is one of the best places in the country to be poor but top 4 or 5 worst for middle-income earners.",1,0,5884422.142300154
326,"greg abbott has benefitted from payday lenders who have given him $300,000 and then received a ruling from him that they can operate in a loophole in the law that allows them to charge unlimited rates and fees.",1,0,5684661.80604129
327,washington cannot hide from the fact that congress hiked the national debt ceiling to $14.3 trillion. they cannot hide from the fact . . . that the budget that theyre going forward with has more than a $5 trillion in debt in it over the next five years.,1,0,5564198.126888181
328,says donald trump started his career back in 1973 being sued by the justice department for racial discrimination because he would not rent apartments in one of his developments to african-americans.,1,0,5460558.769978492
329,federal investigators found a company that (david perdue) ran discriminated against women -- paid them less than men for the same work.,1,0,5459454.097109131
330,"mccain sought the political support of minister john hagee, ""who believes hurricane katrina was god's punishment for gay rights and called the catholic church 'the antichrist' and a 'false cult.'""",1,0,5439548.927627227
331,today many florida teachers are at risk of having their pay impacted by the performance of children who are not even in their classrooms or subject areas.,1,0,5216852.139167612
332,you see 34 people (are) murdered every single day by gunfire in america.,1,0,5214147.049523547
333,"since he took office as milwaukee county executive, we have never raised bus fares and this year therell be a million route-miles more than there were five years ago.",1,0,5101277.558219871
334,wisconsin is one of several states where you can change your early ballot if you think youve made a mistake.,1,0,5085039.906196938
335, ... following world war ii war crime trials were convened. the japanese were tried and convicted and hung for war crimes committed against american pows. among those charges for which they were convicted was waterboarding.,1,0,5005918.492883661
336,members of the public are being charged $50 to hear gov. scott walker and a dozen members of his administration talk about jobs and the economy at lambeau field.,1,0,4950224.801198866
337,"when rick scott was deposed in lawsuits about his company, he took the fifth 75 times.",1,0,4783170.140950097
338,"barack obama got more campaign contributions from fannie mae and freddie mac ""than any other member of congress, except for the democratic chairmen of the committee that oversees them.""",1,0,4740172.95005173
339,says donald trumpsfoundation took money other people gave to his charity and then bought a six-foot-tall painting of himself.,1,0,4729616.870916094
340,"andrew jackson was the last president who actually balanced the federal budget, where we had no national debt.",1,0,4681476.112628694
341,"we, the bishops of the united states -- can you believe it -- in 1919 came out for more affordable, more comprehensive, more universal health care.",1,0,4349884.831091778
342,the gap between the very rich and everyone else in america is wider today than at any time since the 1920s.,1,0,4214999.726385344
343,"gov. rick perry spent over a million dollars on d.c. lobbyists asking for more federal money and lives in a luxury house that costs taxpayers $10,000 a month.",1,0,4213569.868328695
344,"in 1960, most black children were raised in two-parent, monogamous families. today we have only 20 percent of black children being raised in two-parent, monogamous families...",1,0,4208205.168207673
345,"we are younger than our competitors, and this is entirely because of immigration.",1,0,4176193.6521373466
346,"al sharpton went to ferguson, mo., and is declaring as a matter of fact that ...michael brown didnt use any deadly force or posed no deadly threat to the officer.",1,0,3921416.4411311205
347,"we definitely lost way more jobs in texas this year than we gained we lost 300,000 jobs in texas alone this year.",1,0,3873459.570393254
348,"half the kids coming out of college this year cant find a job, or a job thats consistent with a college degree.",1,0,3790215.4613432866
349,fox news barely covered (the duggar family) scandal until megyn kelly was able to secure this interview.,1,0,3789264.128688652
350,"says donald trump is the first person running for president, republican or democrat, who refused to say that he would respect the results of this election.",1,0,3782279.390951776
351,"a texas police department bought an ad telling drug dealers, we can take your competition off the streets for free.",1,0,3725451.1552665518
352,mccain tells of a fellow vietnam pow who was beaten for fashioning an american flag that became an inspirational symbol to fellow pows.,1,0,3721448.89922165
353,"our spending has caught up with us, and our debt soon will eclipse the entire size of our national economy.",1,0,3709975.580989996
354,"says marco rubio said that people who essentially dont agree with him, ought to leave the country, like keith olbermann.",1,0,3704572.554270095
355,our reserves are now in much better shape than they were just a few years ago.,1,0,3694459.167096123
356,"we have 17 intelligence agencies, civilian and military, who have all concluded that these espionage attacks, these cyberattacks, come from the highest levels of the kremlin, and they are designed to influence our election.",1,0,3666572.8161437092
357,"in june 2012 we actually had more people go on social security disability [85,000] ... than the 80,000 jobs that were created.",1,0,3621518.7986720474
358,"the barber regulation here in missouri is 10,000 words long.the book of revelation is (also) 10,000 words long.",1,0,3614754.502799528
359,"when (joe kyrillos) had an opportunity to vote for women in terms of their health care, not once, not twice, but six times, he voted against womens health care in our state.",1,0,3457142.1490736073
360,geithner's failure to pay self-employment taxes while working for the imf is a mistake that is commonly made for people who are working internationally or for international institutions.,1,0,3406818.5685699456
361,nine million people have lower-cost hiv/aids medicine because of the work of the clinton foundation and my husband.,1,0,3403650.2148954067
362,"rhode island has invested less in tourism, economic development and economic development personnel than four nearby states.",0,1,3399692.0683348994
363,then-sen. barack obama refused to raise the debt ceiling because he said president bush had failed in leadership.,1,0,3321298.092747324
364,what the arizona law does is make a state crime out of something that already is... a federal crime.,1,0,3227525.43935209
365,"the r.i. turnpike and bridge authority was supposed to exist only until the bonds used to build the newport bridge were paid off through tolls. once the bonds were paid, the newport bridge was to be transferred to the state of rhode island and become toll-free.",1,0,3067697.2225363287
366,"today, if you were raised poor, youre just as likely to stay poor as you were 50 years ago.",1,0,3059423.531348692
367,"says president barack obama has taken 92 days of vacation since he was sworn in, compared to 367 for president george w. bush at the same point in his presidency.",1,0,3057962.5062912763
368,the no. 1 issue that the american people care about is getting america back to work.,1,0,2977566.164804011
369,"when social security first started, there was 16 workers for every retiree. today there are three workers for every retiree and soon there will be only two for every retiree.",1,0,2963366.2542037345
370,"today, the five largest financial institutions are 38 percent bigger than they were back in 2008, when they were too big to fail.",1,0,2869875.003196389
371,"when deborah took office, the (sellwood bridge) project had languished for years, with only $11 million in funds. with her leadership the remaining funding was secured that got the project moving forward.",1,0,2860549.1222728346
372,"in every committee when the health care bill was considered, democrats voted against an amendment that would require members of congress and their staff to take the government-run public option as their health care plan.",1,0,2858327.8092892035
373,"we just dont want to get to be like louisiana, where you have drive-up daiquiri shops.",1,0,2810123.922475185
374,"there are at least 23 countries that refuse to take their people back after theyve been ordered to leave the united states, including large numbers of violent criminals.",1,0,2775734.3649475276
375,barack obama is only the second democrat in the last 75 years to win ohio twice with more than 50 percent of the vote.,1,0,2715563.788628156
376,a majority of the american people opposed the health care law when it was signed and still oppose it today.,1,0,2688378.384698269
377,"these 60 acres (the atlanta braves want to build a stadium on) have produced zero splost money for parks and recreation, have produced zero money for education.",1,0,2685764.497737567
378,there has never been an alderman who has defeated an incumbent mayor in the history of this great city.,1,0,2611949.7680384163
379,"if youre a mexican, you get sent back. ... but if youre from a noncontiguous country like the central american countries then you can stay in the united states.",1,0,2595887.9191916236
380,"right now we are spending at an all-time high, close to 25 percent of our gdp [is] being spent on the federal government. but our revenues are at an almost all-time low of about 15 percent [of gdp].",1,0,2593365.6752242725
381,"now, i also support the bush tax cuts. sen. mccain voted against them originally. he now believes they should be made permanent. i'm glad he agrees they should be made permanent.",1,0,2563920.8813070073
382,"dark money spending in the 2016 election cycle is 10 times what it was at the same point in the 2012 election cycle, when it topped $308 million.",1,0,2504782.4280927842
383,"the united states has an immigration system where only 6.5 percent of people who come here, come here based on labor and skill.",1,0,2427891.370852311
384,an illegal immigrant who gains admission at a public college takes class space away from students who are legal residents.,1,0,2401705.958688878
385,i don't think that rudy or fred or john mccain support the marriage amendment.,1,0,2398907.8138006376
386,and it's going to be difficult for us to do this as long as we're spending $275 million a day on a war that should have never been authorized...,1,0,2383893.400214243
387,"rick perry had planned to retire from the legislature until his best friend, david weeks, and i talked him into switching parties and running for the gop nomination for agriculture commissioner.",1,0,2370496.6534471507
388,"in the three months before the act took effect, america lost 750,000 jobs a month. in the last three months, we've lost about 35,000 jobs a month.",1,0,2341813.1720935646
389,"gov. (rick) perry helped balance his budget with about $6 billion worth of federal help, which he happily took, and then started blaming the members of congress who had offered that help.",1,0,2305360.8593539055
390,says lebron james stops paying his social security taxes at the beginning of the second quarter of the first game of the season.,1,0,2297470.018624526
391,every time [the people from newport tent] work in a city or town they have a whole different set of permits that they have to get in order to pitch a tent.,1,0,2293708.6845485247
392,we have a federal government that thinks they have the authority to regulate our toilet seats.,1,0,2253030.218676496
393,youve got a medical report on me that meets the same standard as mitt romney and barack obama.,1,0,2239180.5262593944
394,"says hillary clinton promised, running for the senate years ago, 200,000 jobs for upstate new york. ... not only didnt they come, but they lost so many jobs.",1,0,2208378.7080129925
395,"this is the first time a party has picked up multiple seats during a regular election since the mid 1980s, making this the largest majority of any party in more than 25 years.",1,0,2112674.135918688
396,"says in our gun laws were allowing domestic abusers to sidestep this ban on getting a gun. the loophole allows a convicted abuser to walk into a gun show and walk out with a gun, no questions asked.",1,0,2095128.441724636
397,"when the city and the fairmount park conservancy invested $5 million in hunting park, crime went down 89 percent within a half mile radius of the park over the next three years.",1,0,2065787.9794432116
398,we fixed a loophole in the (gun) background record check system so that we could make our commonwealth safer.,1,0,2062436.3633988784
399,"mike huckabee ""supported taxpayer-funded scholarships for illegal aliens.""",1,0,2043231.3185326238
400,"the truth is david cicilline voted for tougher laws against child abusers, domestic abusers and abusers of the elderly.",1,0,1998192.8098583769
401,"the milwaukee county executive can sell the public museum, the airport and the zoo -- all on his own, without county board approval",1,0,1997050.3897076247
402,we've won twice as many states. we've won a greater share of the popular vote.,1,0,1996374.6901774001
403,"its legal to sign a recall petition (against gov. scott walker) even if you have already signed another recall petition, but only one signature counts",1,0,1969897.494912056
404,"by one leading measure, what business owners pay out in wages and salaries is now finally growing faster than what they spend on health insurance for the first time in 17 years.",1,0,1950666.0886476883
405,"the fed created $1.2 trillion out of nothing, gave it to banks, and some of them foreign banks, so that they could stabilize their operations.",1,0,1904333.3406927139
406,"we have lost 600,000 jobs over the period of the last 10 years. only michigan and california have done worse.",1,0,1901258.5178038753
407,"common core is not from the federal government, they do not have their fingerprints on this thing at all.",1,0,1894517.037570813
408,we had the democratic governors association and the obama political machine come into a republican primary to try and rig the election by spending $1 million against me in the last couple of days.,1,0,1890263.538397684
409,"right now one of our highest job growth sectors is leisure and hospitality. weve added jobs that mostly fall within the restaurant and bar sector industry. these are not high-paying jobs, as the u.s. department of labor estimates this is an industry sector with the lowest average wages and the lowest proportion of its workforce earning minimum or subminimum wage jobs.",1,0,1832530.400429719
410,"the average georgia family makes $6,000 less than the average family did 10 years ago when inflation is factored in.",1,0,1824512.946003673
411,"ms. kagan has spent her entire professional career in harvard square, hyde park and the d.c. beltway.",1,0,1814171.1455910075
412,"there is no war on coal. period. there are more coal jobs and more coal produced in ohio than there were five years ago, in spite of the talking points and the yard signs.",1,0,1809895.4884147488
413,my wife is going to be the first hispanic first lady in the history of texas.,1,0,1778891.3474265086
414,says the gop is helping pay for justice rebecca bradleys campaign and she recently skipped court to attend an event paid for by scott walkers lobbyist friends.,1,0,1759158.5198690034
415,we now do have evidence that donald trump is being used as a recruiting tool for terrorists.,1,0,1753499.774999832
416,in other states (where illegal immigrants have been allowed to get drivers licenses) their insurance premiums for everybody have gone down.,1,0,1727931.5800189162
417,"my grandfather came home from ... (world war ii) exhausted from the burdens he had borne, and died the next day.",1,0,1663576.668029505
418,"even if you took literally every single ounce of platinum in the world, it still wouldnt add up to enough needed to pay down our nations debt.",1,0,1624614.3283797726
419,democrats have failed to answer the most basic question of how they want to pay for the more than $1 trillion of health care spending.,1,0,1602477.9150084814
420,"once people become citizens under the dream act and turn 21, they can sponsor their illegal immigrant parents for legalization.",1,0,1583209.7809494417
421,our community (tampa bay) is one of the 10 most threatened by the sea level rise in the world.,1,0,1564985.2367597986
422,i don't do earmarks. i've never done one. i'm not going to do one.,1,0,1518390.6172226793
423,"from 1980 to 1990, the top 1 percent saw their income go up by roughly 80 percent while the median wage in the country over (the same) 10 years went up 3 percent.",1,0,1512890.6438894386
424,"when i was in college, we used to take a popcorn popper . . . and we would fry squirrel.",1,0,1501083.5409500478
425,"louisiana is turning down $100 million ""that would require us to change our unemployment law, that would have actually raised taxes on louisiana businesses.""",1,0,1499251.514845086
426,"ive got the spending down, ive got the debt down a little bit, ive got the reserves up.",1,0,1454901.495382615
427,"says streetcars carry more people than buses you attract more riders who dont ride transit now, and actually the operating costs are not any greater than the bus.",1,0,1431364.7873886048
428,says ronald reagan repeatedly talked about how irresponsible it would be to allow the full faith and credit of the united states to be impaired in any kind of way.,1,0,1421502.499974925
429,no one in the country has ever built a brand new sports facility and created this kind of development at the same time.,1,0,1415323.092283207
430,the hole in the earth thats going to be dug (for the proposed gogebic mine) is bigger than my entire district.,1,0,1402636.1612352116
431,"in oregon, students are skipping math class to learn about the bible.",1,0,1399782.0905706282
432,barack obama's church gave a lifetime achievement award to louis farrakhan.,1,0,1397774.6904090848
433,my opponent on day one of this campaign attacked me on medicare and medicare advantage and that claim was found to be false.,1,0,1315970.3506406106
434,"today, you have six financial institutions, the largest six, that have assets that are the equivalent of 60 percent of the gdp of the united states of america.",1,0,1313230.1379093172
435,says members of the military have sent him more campaign contributions than theyve sent president barack obama and more than twice what theyve sent other republican presidential candidates.,1,0,1310011.1512011953
436,pregnant women trying to buy health insurance on their own are barred from maternity coverage because they have a pre-existing condition.,1,0,1306742.435733137
437,"thanks to you, in under one week we have the largest gop (facebook) page in the governor's race!",1,0,1280144.2693117687
438,"if you want to see the jobs that ive saved and created in this storm he helped create, go anywhere in ohio.",1,0,1279110.5720530003
439,the dallas cowboys cant put a sticker on their helmets for the 5 police officers who were killed.,1,0,1272771.2374393705
440,"hillary clinton ""has the only health care plan that covers every american.""",1,0,1260233.1300242157
441,could i just point out that ... i seem to get the first question all the time?,1,0,1253758.362932432
442,"in 1976, the first year that pell grants were fully funded, a full pell grant paid 72 percent of the cost of attendance at a typical four-year public college. today, a full pell grant covers just 34 percent of those costs.",1,0,1200210.1908614286
443,"says roy blunt secretly inserts language to benefit tobacco giant philip morris into a national security bill while blunts girlfriend and son are lobbyists for the cigarette company, and just days earlier, 26 philip morris executives wrote checks to blunt totaling $23,000.",1,0,1194086.6131646077
444,more than two-thirds of the aliens the obama administration has brought to the united states under the presidents central american minors program werent actually minors at all.,1,0,1191531.2662636628
445,"were importing about 10 percent of our milk supply. were americas dairyland, but yet we dont have enough milk in this state to meet the demand for our cheesemakers.",1,0,1190125.8841213342
446,says raising the state income tax rate on millionaires to offset property taxes for other residents is not a tax increase. its a tax shift.,0,1,1182182.8620864046
447,"never once did they (house republicans) actually cut spending or reduce the state budget. even when they cut taxes in 2005, they increased spending. they never paid for their tax cuts.",1,0,1178934.7143730018
448,"in fact new jersey is a donor state, we get 61 cents back on every dollar we send to washington. and interestingly kentucky gets $1.51 on every dollar they send to washington.",1,0,1171658.8315671897
449,austin is a city that has basically doubled in size every 25 years or so since it was founded.,1,0,1169118.9870232432
450,says hillary clinton called the trans-pacific partnership the gold standard. you called it the gold standard of trade deals. you said its the finest deal youve ever seen.,1,0,1156317.8591795939
451,old city in philadelphiaused to have more than a dozen clubs and thats what we were known for and now were down to two.,1,0,1150587.919474136
452,"says dan patrick supported giving a $5,000 taxpayer-funded voucher to every family to buy a car.",1,0,1095115.08907372
453,mccain opposed a requirement that the government buy american-made motorcycles. and he said all buy-american provisions were quote 'disgraceful.' ,1,0,1090993.255191784
454,"the epa was asked about an environmental citation for the city landfill in nashua, n.h. but didnt know why it was cited.",1,0,1085758.4742728896
455,says his views on reparations for slavery are the same as barack obamas and hillary clintons.,1,0,1060593.8874502114
456,he's (romney) the one who said that he would be to the left of teddy kennedy on gay rights.,1,0,1060367.2469385087
457,the milwaukee business community did not speak about the facts -- and in support of train manufacturer talgo -- as the milwaukee-madison rail link was being killed.,1,0,1057606.3858045505
458,"we are in the sixth year of recovery, and median income is below what it was at the start of the recovery.",1,0,1049656.5409591119
459,economic development commission executive director keith stokes sent me a letter and he said the taxpayers will never be on the hook for these bonds for 38 studios.,1,0,1037906.9674371153
460,you've heard endlessly about waterboarding. it happened to three terrorists.,1,0,1019142.154797236
461,"says president barack obama will not utter the words radical islamic terrorism and as matter of policy, nobody in the administration will say the words radical islamic terrorism.",1,0,979872.168370574
462,"when career politician daniel webster became speaker of the house, he wasted $32,000 of our money on a spiral staircase for his office.",1,0,968514.9624038618
463,currently it costs more than a penny for the u.s. mint to make a one cent coin and more than a nickel to make the five cent piece.,1,0,968447.7387547683
464,"says she was the the only democrat who voted against the wall street bailout.""",1,0,967220.603952081
465,amazing fact: senate has already voted on more amendments in 2015 than reid allowed all year last year.,1,0,958377.1150915135
466,"the hope scholarship has helped turn our university system into one of the best in the southeast, with two institutions ranked in the top 20 of public universities in the country.",1,0,955115.6409563038
467,the (new england) patriots were led by an explosive offense that scored the second most points in the nfl.,1,0,940735.3046665231
468,"canada ""does spills into their water to practice in the event that this would happen. that is not allowed in the united states.""",1,0,905965.8796973681
469,"the governor is trying to take credit for recent actions taken by these companies. the problem is that for all three companies, the decision to move or stay in new jersey happened before chris christie became governor.",1,0,901654.6578797365
470,"he admits he still doesn't know how to use a computer, can't send an e-mail.",1,0,893010.2596025355
471,"gov. lawton chiles said ""if i were to become ... become speaker of the house it would be (his) worst nightmare.""",1,0,892008.5177870733
472,"under republican-backed state budget, the state education agency estimates expansion of wisconsins school voucher program could cost nearly $2 billion annually",0,1,886453.9521356217
473,there are more words in the irs code than there are in the bible.,1,0,846818.3349166585
474,"there currently are 825,000 student stations sitting empty across florida in every district and at every grade level.",1,0,840581.7639221787
475,"the islamic state, or isis, was cast off by al-qaida because it was considered too extreme.",1,0,840076.1188533776
476,"about 40 percent of u.s. illegal immigrants came in on an airplane, with a legal visa, and just overstayed their visa and have never gone home.",1,0,813305.4254034621
477,"(chris christie) has not paid one dollar of state money into our pension system, and then states that the system is broke.",1,0,806406.3627201363
478,"the american people have endured 21 consecutive months of 9% or higher unemployment [and] 2.6 million jobs have been lost, since the stimulus bill was signed.",1,0,779226.3722766048
479,"texas population is projected to double in the next 50 years or so, but our basic amount of water will remain about where it is now.",1,0,777390.8324668941
480,"when social security started, age expectancy for the average man was 58. it was 62 -- 62 for women.",1,0,776867.4892786172
481,a hundred percent of all the jobs lost during the recession have been reclaimed in texas while the nation is at about 36 percent.,1,0,773104.9420961108
482,"60 percent of the jobs lost in the 2008 recession were living-wage jobs. of the jobs weve gotten back, only 40 percent are living-wage.",1,0,770108.9538278889
483,"you see a whole bunch of korean cars here in the united states, and you dont see any american cars in korea.",1,0,754639.0443050314
484,"huckabee ""was one of the highest taxing governors that we had in this country and rivaling bill clinton in terms of the cato ratings.""",1,0,727811.3459525566
485,there is not a single candidate in the republican primary that thinks we should do anything about climate change.,1,0,699991.5225777909
486,there are a lot of casinos across the country that have gone bankrupt.,1,0,696030.1424598565
487,"if you take the population growth here in virginia, we are net zero on job creation since (bob mcdonnell) became governor.",1,0,685412.439465206
488,"barack obama is ""the only candidate who doesn't take a dime from oil company pacs or lobbyists.""",1,0,663739.9742875268
489,almost every country on earth sees america as stronger and more respected today than they did eight years ago when i took office.,1,0,658867.4358139217
490,"young women today in metropolitan areaswho are childless and single are out-earning childless, single young males.",1,0,654084.6029114665
491,"ten times, no republican candidate for president had enough delegates to claim the nomination before the partys convention, and seven of those times somebody who was not the leader of delegates was selected as the nominee of the party.",1,0,645582.775997242
492,"says epa regulation of greenhouse gases will endanger 575 texas dairy facilities, 58 swine operations, 1,300 corn farms and 28,000 beef cattle operations.",0,1,633760.4659265218
493,"the original compromise for the confederate battle flag in south carolina was to put it on the back side of the statehouse, out of public view so it would not have any appearance of sovereignty.",1,0,626300.0233746478
494,"there are 7,000 kids in new hampshire who have health care because i helped to create the children's health insurance program.",1,0,620997.0902867732
495,"nobody has played clips over and over ...of president obama (saying), if they bring a knife to the fight, well bring a gun.",1,0,617396.5800525218
496,"in 1968, a full-time worker earning minimum wage, could actually support a family of three above the poverty line. today, that same worker would earn less than the poverty line for a family of two.",1,0,600159.891218376
497,tom reed has actually voted for every single trade deal that has ever come before him in any form.,1,0,599637.7127244044
498,"after not having any foreign trade offices overseas for the past decade, new jersey opened offices in shanghai and london in the past six months, and has seen an 18 percent increase in exports.",0,1,590320.5606741476
499,"in the african-american community today, 68 percent of kids born are born out of wedlock.",1,0,571195.5641253408
500,"says scott walker wants to make abortion illegal, even in cases of rape, incest or to protect the life of the mother.",1,0,568514.9381496032
501,"you know, sen. mccain said the other day that we might have troops (in iraq) for 100 years...",1,0,561042.2361028215
502,"our small staff of 51 is still fewer than we had a decade ago, yet our caseload -- like that of other courts -- has grown.",1,0,560347.4641028936
503,"in 2011, more people were murdered with knives, hands or feet or clubs and hammers than with any type of rifle.",1,0,553422.167290045
504,"of the 10,000 rhode island children in charter school lotteries for the fall, more than 70 percent are poor .... in addition, a majority of them are students of color.",1,0,550831.0044628215
505,"we also have, in a park thats not far from here, an ability to build a reservoir that can hold a 30-day water supply for the city of atlanta.",1,0,549083.6415836208
506,"when the united states invaded iraq, saddam hussein wanted to acquire weapons of mass destruction, and ""he said so himself after his capture.""",1,0,539405.043078575
507,"on immigration, what reports say president barack obama plans to do is roughly on the same scale as what president george h.w. bush did.",1,0,538024.831153344
508,"nearly 180,000 illegal immigrants with criminal records, ordered deported from our country, are tonight roaming free to threaten peaceful citizens.",1,0,535021.8779185646
509,"in the past 10 years, our (austin) water rates have increased by 100 percent and we now have the highest water cost of the top 10 cities in texas.",1,0,529696.4294466852
510,the boston marathon bombing is the fifth case in which u.s. government officials examined individuals potentially involved in terrorism and felt they were no threat and they went on to carry out terrorist murders.,1,0,529046.539462547
511,"one in every five families in the state of new jersey has a loved one with a mental illness, a serious mental illness, and today, we dont care.",1,0,524805.7443320234
512,"oregon today has 100,000 more jobs than it did when i was elected.",1,0,521517.97943910834
513,texas now has the second-highest high school graduation rate in the country. and it has the highest graduation rate for african americans and hispanics.,1,0,507621.90555802645
514,"if we ban the practice of earmarks, we could save the american taxpayer anywhere between $15 (billion) to $20 billion dollars a year in pork-barrel spending.",1,0,505187.2077507283
515,we now consume at the federal level 25 percent of the gross domestic product. historically we were at 20 percent. so weve taken 5 percent away from the private sector.,1,0,501658.4606997968
516,"while romney was a director of the damon corporation, the company was defrauding medicare of millions.",1,0,500179.8322137064
517,my debt to gdp was the lowest or one of the lowest of modern presidents. my taxes to gdp was the lowest and my spending to gdp was too.,1,0,486288.0828336082
518,"if we keep the minimum wage at the current level, then single-parent families earning the minimum wage at a full-time job will live in poverty in new jersey.",1,0,484640.1196126881
519,"seneca jones timber co., aiming to increase logging and allay fears that old growth will be cut, says mills have shifted to second-generation trees. an ad from the company asks: do you know that most all mills in oregon have retooled over the past 20 years?",1,0,475932.56828195625
520,"the charleston, s.c., shootershould have never been given a gun, but the universal background check was not fast enough.",1,0,471662.13088801823
521,"says the person who florida u.s. rep. allen west first hired as chief of staff told people attending a tea party rally that, we will use bullets if ballots dont work.",1,0,457689.1679076666
522,"if you look at most of the polls, this is a margin-of-error race on fourth of july between mitt romney and the president.",1,0,455575.85746895906
523,we are now eighth in the nation in job creation . . . we are no. 1 in the midwest.,1,0,450066.2655269685
